Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Sial_aa_1 Spectral Count	Sial_aa_2 Spectral Count	Sial_aa_3 Spectral Count	rPAL_aa_1 Spectral Count	rPAL_aa_2 Spectral Count	rPAL_aa_3 Spectral Count	Sial_aa_1 Unique Spectral Count	Sial_aa_2 Unique Spectral Count	Sial_aa_3 Unique Spectral Count	rPAL_aa_1 Unique Spectral Count	rPAL_aa_2 Unique Spectral Count	rPAL_aa_3 Unique Spectral Count	Sial_aa_1 Total Spectral Count	Sial_aa_2 Total Spectral Count	Sial_aa_3 Total Spectral Count	rPAL_aa_1 Total Spectral Count	rPAL_aa_2 Total Spectral Count	rPAL_aa_3 Total Spectral Count	Sial_aa_1 Intensity	Sial_aa_2 Intensity	Sial_aa_3 Intensity	rPAL_aa_1 Intensity	rPAL_aa_2 Intensity	rPAL_aa_3 Intensity	Sial_aa_1 MaxLFQ Intensity	Sial_aa_2 MaxLFQ Intensity	Sial_aa_3 MaxLFQ Intensity	rPAL_aa_1 MaxLFQ Intensity	rPAL_aa_2 MaxLFQ Intensity	rPAL_aa_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9H8M2|BRD9_HUMAN	Q9H8M2	BRD9_HUMAN	BRD9	597	Homo sapiens	1:Experimental evidence at protein level	Bromodomain-containing protein 9	1.0	0.999	30	352	352	352	51	52	48	68	63	70	51	52	48	68	63	70	51	52	48	68	63	70	2954818.0	3154257.5	3057653.8	3894581.5	3750990.5	3989207.0	383462.38	421653.47	421488.78	483750.2	506503.03	511549.12	
sp|Q9H8V3|ECT2_HUMAN	Q9H8V3	ECT2_HUMAN	ECT2	914	Homo sapiens	1:Experimental evidence at protein level	Protein ECT2	1.0	0.999	3	17	17	17	3	4	2	2	2	4	3	4	2	2	2	4	3	4	2	2	2	4	130923.51	119014.555	140954.52	124208.73	56408.953	125869.17	63125.2	91645.4	61452.83	56690.746	51487.74	62031.285	
sp|Q9H8W3|F204A_HUMAN	Q9H8W3	F204A_HUMAN	FAM204A	233	Homo sapiens	1:Experimental evidence at protein level	Protein FAM204A	0.9574	0.999	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	21232.639	0.0	0.0	15991.041	0.0	13243.771	21232.639	0.0	0.0	15991.041	0.0	13243.771	
sp|Q9H8W4|PKHF2_HUMAN	Q9H8W4	PKHF2_HUMAN	PLEKHF2	249	Homo sapiens	1:Experimental evidence at protein level	Pleckstrin homology domain-containing family F member 2	1.0	0.999	5	26	18	26	4	6	4	4	3	5	2	5	2	3	2	4	4	6	4	4	3	5	160093.69	211623.31	131165.28	174114.38	138210.78	118778.61	71459.57	58997.63	40861.66	56120.305	38072.95	38064.734	
sp|Q9H8Y5|ANKZ1_HUMAN	Q9H8Y5	ANKZ1_HUMAN	ANKZF1	726	Homo sapiens	1:Experimental evidence at protein level	tRNA endonuclease ANKZF1	1.0	0.999	15	75	75	75	12	15	16	9	10	13	12	15	16	9	10	13	12	15	16	9	10	13	664634.3	784312.7	734876.44	534324.4	571474.4	464438.5	117704.53	122400.68	121720.195	89473.25	93299.445	80058.51	
sp|Q9H8Y8|GORS2_HUMAN	Q9H8Y8	GORS2_HUMAN	GORASP2	452	Homo sapiens	1:Experimental evidence at protein level	Golgi reassembly-stacking protein 2	0.9478	0.9988	1	3	3	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0.0	22012.168	0.0	0.0	53426.84	0.0	0.0	22012.168	0.0	0.0	53426.84	0.0	
sp|Q9H910|JUPI2_HUMAN	Q9H910	JUPI2_HUMAN	JPT2	190	Homo sapiens	1:Experimental evidence at protein level	Jupiter microtubule associated homolog 2	0.9577	0.999	1	4	4	4	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0.0	27029.588	0.0	0.0	36291.152	0.0	0.0	27029.588	0.0	0.0	36291.152	0.0	
sp|Q9H936|GHC1_HUMAN	Q9H936	GHC1_HUMAN	SLC25A22	323	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial glutamate carrier 1	0.9999	0.999	2	6	2	6	1	1	0	1	3	0	0	0	0	0	2	0	1	1	0	1	3	0	20111.129	47926.48	22485.29	50079.38	62997.402	14658.801	21418.246	28143.078	11565.952	28415.615	34848.355	15611.546	
sp|Q9H944|MED20_HUMAN	Q9H944	MED20_HUMAN	MED20	212	Homo sapiens	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 20	1.0	0.999	5	47	47	47	6	7	7	9	10	8	6	7	7	9	10	8	6	7	7	9	10	8	454988.34	576396.8	496566.38	539949.8	583246.8	614639.6	168372.1	196387.16	192660.34	184566.17	202598.16	225018.52	
sp|Q9H967|WDR76_HUMAN	Q9H967	WDR76_HUMAN	WDR76	626	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 76	1.0	0.999	10	40	40	40	6	6	6	5	10	7	6	6	6	5	10	7	6	6	6	5	10	7	252800.4	269096.5	219518.27	256504.67	314385.56	234244.2	62945.22	76570.914	66222.73	68348.12	76054.59	67711.79	
sp|Q9H981|ARP8_HUMAN	Q9H981	ARP8_HUMAN	ACTR8	624	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 8	1.0	0.999	17	179	179	179	26	26	32	29	32	34	26	26	32	29	32	34	26	26	32	29	32	34	1930996.5	2045965.9	2084421.5	2184108.5	2256126.5	2198883.8	237468.61	243551.44	244329.31	252041.9	254079.7	260003.95	
sp|Q9H9A5|CNO10_HUMAN	Q9H9A5	CNO10_HUMAN	CNOT10	744	Homo sapiens	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 10	0.9997	0.999	2	3	3	3	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	14736.824	20871.154	26257.553	5952.567	30351.547	24263.09	13472.703	19080.832	18128.215	15965.56	20258.422	22181.809	
sp|Q9H9A6|LRC40_HUMAN	Q9H9A6	LRC40_HUMAN	LRRC40	602	Homo sapiens	1:Experimental evidence at protein level	Leucine-rich repeat-containing protein 40	1.0	0.999	9	21	21	21	4	2	5	1	6	3	4	2	5	1	6	3	4	2	5	1	6	3	45519.117	87595.33	145901.72	95545.25	244725.4	102488.055	30606.316	26716.164	38206.543	31235.64	45868.97	28159.242	
sp|Q9H9B1|EHMT1_HUMAN	Q9H9B1	EHMT1_HUMAN	EHMT1	1298	Homo sapiens	1:Experimental evidence at protein level	Histone-lysine N-methyltransferase EHMT1	1.0	0.999	12	98	98	98	16	17	16	22	16	11	16	17	16	22	16	11	16	17	16	22	16	11	604275.9	562635.7	658472.0	563703.44	518112.94	502476.8	115446.92	97296.43	120081.28	96038.336	99243.18	94263.875	
sp|Q9H9B4|SFXN1_HUMAN	Q9H9B4	SFXN1_HUMAN	SFXN1	322	Homo sapiens	1:Experimental evidence at protein level	Sideroflexin-1	1.0	0.999	6	15	15	15	3	3	1	2	5	1	3	3	1	2	5	1	3	3	1	2	5	1	86203.15	130520.14	73591.29	104439.58	203483.36	90636.63	33063.27	41973.49	39144.11	44215.44	65439.418	29694.43	
sp|Q9H9C1|SPE39_HUMAN	Q9H9C1	SPE39_HUMAN	VIPAS39	493	Homo sapiens	1:Experimental evidence at protein level	Spermatogenesis-defective protein 39 homolog	0.9576	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	10242.922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H9F9|ARP5_HUMAN	Q9H9F9	ARP5_HUMAN	ACTR5	607	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 5	1.0	0.999	20	176	176	176	27	31	26	32	29	31	27	31	26	32	29	31	27	31	26	32	29	31	1332334.6	1654481.6	1575483.9	1720732.5	1735340.8	1614830.5	170834.69	179085.05	184633.97	189731.22	202208.6	183689.03	
sp|Q9H9G7|AGO3_HUMAN	Q9H9G7	AGO3_HUMAN	AGO3	860	Homo sapiens	1:Experimental evidence at protein level	Protein argonaute-3	1.0	0.999	12	28	26	52	4	1	5	5	3	10	4	1	4	4	3	10	7	6	9	9	6	15	149477.81	99424.28	242360.69	237903.8	155910.9	213460.77	69188.88	65050.21	76613.07	73033.24	63420.24	79634.414	
sp|Q9H9H4|VP37B_HUMAN	Q9H9H4	VP37B_HUMAN	VPS37B	285	Homo sapiens	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 37B	1.0	0.999	3	18	18	18	2	3	2	3	3	5	2	3	2	3	3	5	2	3	2	3	3	5	81686.16	114845.47	74329.75	114446.16	75947.2	88943.8	50089.703	37455.26	45613.273	39393.402	46602.152	37244.066	
sp|Q9H9J2|RM44_HUMAN	Q9H9J2	RM44_HUMAN	MRPL44	332	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein mL44	1.0	0.999	3	15	15	15	3	3	1	1	5	2	3	3	1	1	5	2	3	3	1	1	5	2	79562.67	74122.734	82809.44	72760.39	95307.47	71106.875	35045.87	30635.656	36475.6	31262.475	40526.11	32670.494	
sp|Q9H9J4|UBP42_HUMAN	Q9H9J4	UBP42_HUMAN	USP42	1324	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 42	1.0	0.999	4	32	32	32	5	5	5	7	5	5	5	5	5	7	5	5	5	5	5	7	5	5	136703.64	186483.12	187020.08	232091.3	229140.47	217104.55	63214.984	76180.43	79103.97	100108.58	91898.61	86595.586	
sp|Q9H9L3|I20L2_HUMAN	Q9H9L3	I20L2_HUMAN	ISG20L2	353	Homo sapiens	1:Experimental evidence at protein level	Interferon-stimulated 20 kDa exonuclease-like 2	1.0	0.999	9	60	60	60	8	6	13	11	9	13	8	6	13	11	9	13	8	6	13	11	9	13	576950.3	615480.56	606999.25	626804.6	411684.78	483386.7	170745.16	155482.95	181184.62	168869.17	130429.805	146709.22	
sp|Q9H9L4|KANL2_HUMAN	Q9H9L4	KANL2_HUMAN	KANSL2	492	Homo sapiens	1:Experimental evidence at protein level	KAT8 regulatory NSL complex subunit 2	1.0	0.999	4	6	6	6	0	1	2	0	1	2	0	1	2	0	1	2	0	1	2	0	1	2	52793.297	36509.48	59591.85	27257.465	21073.07	54480.957	21153.639	22182.053	24178.643	27462.156	21231.32	21224.537	
sp|Q9H9T3|ELP3_HUMAN	Q9H9T3	ELP3_HUMAN	ELP3	547	Homo sapiens	1:Experimental evidence at protein level	Elongator complex protein 3	0.9999	0.999	2	4	4	4	1	1	0	0	2	0	1	1	0	0	2	0	1	1	0	0	2	0	0.0	29677.438	0.0	0.0	51089.4	0.0	0.0	29677.438	0.0	0.0	28137.016	0.0	
sp|Q9H9Y2|RPF1_HUMAN	Q9H9Y2	RPF1_HUMAN	RPF1	349	Homo sapiens	1:Experimental evidence at protein level	Ribosome production factor 1	0.9999	0.999	2	11	11	11	2	3	2	2	0	2	2	3	2	2	0	2	2	3	2	2	0	2	55377.227	53832.06	42822.836	61746.062	34521.598	56404.18	37127.74	36286.35	42822.836	41335.582	23484.355	34958.68	
sp|Q9H9Y6|RPA2_HUMAN	Q9H9Y6	RPA2_HUMAN	POLR1B	1135	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerase I subunit RPA2	1.0	0.999	25	228	228	228	38	43	40	30	36	41	38	43	40	30	36	41	38	43	40	30	36	41	2006726.4	2300846.2	2414848.8	2067211.0	2170821.2	2128244.0	321103.47	327707.25	353174.94	297179.6	288237.2	316229.03	
sp|Q9HA64|KT3K_HUMAN	Q9HA64	KT3K_HUMAN	FN3KRP	309	Homo sapiens	1:Experimental evidence at protein level	Ketosamine-3-kinase	0.9999	0.999	2	7	7	7	0	1	2	3	1	0	0	1	2	3	1	0	0	1	2	3	1	0	47016.453	61476.99	59170.32	79776.25	76387.266	56747.516	38246.434	47801.023	50618.9	56494.004	52913.457	39436.363	
sp|Q9HAF1|EAF6_HUMAN	Q9HAF1	EAF6_HUMAN	MEAF6	191	Homo sapiens	1:Experimental evidence at protein level	Chromatin modification-related protein MEAF6	1.0	0.999	3	21	21	21	4	1	7	2	2	5	4	1	7	2	2	5	4	1	7	2	2	5	133083.84	74386.09	122296.04	58846.453	74143.23	92274.66	112776.09	66993.49	96431.195	58431.98	53264.64	77237.9	
sp|Q9HAN9|NMNA1_HUMAN	Q9HAN9	NMNA1_HUMAN	NMNAT1	279	Homo sapiens	1:Experimental evidence at protein level	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	1.0	0.999	4	10	10	10	0	0	0	3	3	4	0	0	0	3	3	4	0	0	0	3	3	4	15267.414	44336.28	0.0	63629.234	98478.75	62546.324	16217.601	23737.512	0.0	23181.828	26046.936	23119.494	
sp|Q9HAU0|PKHA5_HUMAN	Q9HAU0	PKHA5_HUMAN	PLEKHA5	1116	Homo sapiens	1:Experimental evidence at protein level	Pleckstrin homology domain-containing family A member 5	1.0	0.999	12	31	31	31	4	7	6	5	2	7	4	7	6	5	2	7	4	7	6	5	2	7	235918.92	273271.5	305669.53	237902.9	149388.81	171321.14	46528.895	45773.145	46181.426	39664.797	32806.29	34718.53	
sp|Q9HAU5|RENT2_HUMAN	Q9HAU5	RENT2_HUMAN	UPF2	1272	Homo sapiens	1:Experimental evidence at protein level	Regulator of nonsense transcripts 2	1.0	0.999	57	716	716	716	114	124	118	122	113	125	114	124	118	122	113	125	114	124	118	122	113	125	9810889.0	1.1098824E7	1.042647E7	1.2020467E7	1.0286547E7	1.0741842E7	791786.44	779265.3	768533.7	879343.4	746628.56	808002.0	
sp|Q9HAV0|GBB4_HUMAN	Q9HAV0	GBB4_HUMAN	GNB4	340	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-binding protein subunit beta-4	0.9984	0.999	5	9	1	27	2	1	3	1	1	1	0	0	1	0	0	0	5	5	5	5	4	3	223420.47	268609.4	218714.75	239862.56	239485.69	152920.97	223420.47	247032.22	200697.52	239862.56	239485.69	152920.97	
sp|Q9HAW4|CLSPN_HUMAN	Q9HAW4	CLSPN_HUMAN	CLSPN	1339	Homo sapiens	1:Experimental evidence at protein level	Claspin	1.0	0.999	3	6	6	6	2	0	1	2	0	1	2	0	1	2	0	1	2	0	1	2	0	1	35537.766	40807.93	13572.04	57059.234	22971.982	15954.911	18323.025	14459.13	18395.857	22168.287	14691.75	20043.527	
sp|Q9HB19|PKHA2_HUMAN	Q9HB19	PKHA2_HUMAN	PLEKHA2	425	Homo sapiens	1:Experimental evidence at protein level	Pleckstrin homology domain-containing family A member 2	1.0	0.999	8	47	47	47	7	8	7	7	6	12	7	8	7	7	6	12	7	8	7	7	6	12	232225.47	419337.1	258470.69	297138.1	274040.78	295218.0	69108.95	97717.43	79057.3	94740.52	94980.13	88421.37	
sp|Q9HB58|SP110_HUMAN	Q9HB58	SP110_HUMAN	SP110	689	Homo sapiens	1:Experimental evidence at protein level	Sp110 nuclear body protein	1.0	0.999	13	94	94	94	12	18	14	22	12	16	12	18	14	22	12	16	12	18	14	22	12	16	580288.6	628495.3	583973.9	770203.9	638570.9	659495.25	115396.016	105832.234	106327.61	129374.74	111034.59	116059.414	
sp|Q9HB71|CYBP_HUMAN	Q9HB71	CYBP_HUMAN	CACYBP	228	Homo sapiens	1:Experimental evidence at protein level	Calcyclin-binding protein	1.0	0.999	8	44	44	44	8	6	8	5	12	5	8	6	8	5	12	5	8	6	8	5	12	5	420687.6	408478.66	397595.84	381269.25	739376.3	317412.97	279366.5	250309.39	242415.19	236212.75	386489.72	211317.77	
sp|Q9HBD1|RC3H2_HUMAN	Q9HBD1	RC3H2_HUMAN	RC3H2	1191	Homo sapiens	1:Experimental evidence at protein level	Roquin-2	0.9999	0.999	4	9	9	17	1	3	3	1	0	1	1	3	3	1	0	1	5	4	6	1	0	1	55928.508	54785.008	50113.707	31369.014	24638.736	30352.04	55928.508	54785.008	50113.707	31369.014	24638.736	30352.04	
sp|Q9HBE1|PATZ1_HUMAN	Q9HBE1	PATZ1_HUMAN	PATZ1	687	Homo sapiens	1:Experimental evidence at protein level	POZ-, AT hook-, and zinc finger-containing protein 1	1.0	0.999	9	56	53	56	9	10	11	9	7	10	8	9	10	9	7	10	9	10	11	9	7	10	388042.72	490885.97	397145.34	278618.66	335884.4	271810.94	72329.75	82756.695	81078.28	66704.57	57501.46	60462.06	
sp|Q9HBE4|IL21_HUMAN	Q9HBE4	IL21_HUMAN	IL21	162	Homo sapiens	1:Experimental evidence at protein level	Interleukin-21	0.9387	0.9985	1	2	2	2	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0.0	0.0	85281.72	64931.117	0.0	74388.76	0.0	0.0	85281.72	64931.117	0.0	74388.76	
sp|Q9HBH0|RHOF_HUMAN	Q9HBH0	RHOF_HUMAN	RHOF	211	Homo sapiens	1:Experimental evidence at protein level	Rho-related GTP-binding protein RhoF	0.9999	0.999	2	13	13	13	1	2	3	1	3	3	1	2	3	1	3	3	1	2	3	1	3	3	62619.484	80392.54	72770.26	75594.89	75650.09	63721.14	62619.484	53559.477	46474.824	48227.324	51178.4	43107.96	
sp|Q9HBI0|PARVG_HUMAN	Q9HBI0	PARVG_HUMAN	PARVG	331	Homo sapiens	1:Experimental evidence at protein level	Gamma-parvin	0.9577	0.999	1	5	5	5	1	1	1	0	2	0	1	1	1	0	2	0	1	1	1	0	2	0	11787.218	6365.8975	8365.676	0.0	17685.895	6093.0776	11787.218	6365.8975	8365.676	0.0	17685.895	6093.0776	
sp|Q9HBM6|TAF9B_HUMAN	Q9HBM6	TAF9B_HUMAN	TAF9B	251	Homo sapiens	1:Experimental evidence at protein level	Transcription initiation factor TFIID subunit 9B	1.0	0.999	7	16	16	32	3	3	2	2	4	2	3	3	2	2	4	2	6	8	4	3	6	5	197439.94	190746.97	159291.95	162681.97	198091.81	201010.75	115630.14	104815.81	98939.82	106069.67	102502.055	111034.07	
sp|Q9HC07|TM165_HUMAN	Q9HC07	TM165_HUMAN	TMEM165	324	Homo sapiens	1:Experimental evidence at protein level	Putative divalent cation/proton antiporter TMEM165	0.9576	0.999	1	4	4	4	0	2	0	1	1	0	0	2	0	1	1	0	0	2	0	1	1	0	0.0	29683.777	0.0	29448.094	29951.766	0.0	0.0	29683.777	0.0	29448.094	29951.766	0.0	
sp|Q9HC16|ABC3G_HUMAN	Q9HC16	ABC3G_HUMAN	APOBEC3G	384	Homo sapiens	1:Experimental evidence at protein level	DNA dC->dU-editing enzyme APOBEC-3G	1.0	0.999	6	26	17	26	4	8	4	1	4	5	3	7	3	0	2	2	4	8	4	1	4	5	115853.8	163395.17	142061.6	117568.74	140177.88	123381.49	70518.51	67016.766	58590.516	65348.508	76569.86	55252.707	
sp|Q9HC21|TPC_HUMAN	Q9HC21	TPC_HUMAN	SLC25A19	320	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial thiamine pyrophosphate carrier	0.9565	0.999	1	9	9	9	3	2	2	1	1	0	3	2	2	1	1	0	3	2	2	1	1	0	57071.508	54520.117	52364.098	40809.03	43513.52	34999.086	57071.508	54520.117	52364.098	40809.03	43513.52	34999.086	
sp|Q9HC35|EMAL4_HUMAN	Q9HC35	EMAL4_HUMAN	EML4	981	Homo sapiens	1:Experimental evidence at protein level	Echinoderm microtubule-associated protein-like 4	0.9911	0.999	2	3	3	3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	30850.947	0.0	0.0	27696.072	114763.14	18907.244	31422.291	0.0	0.0	28208.99	56300.445	19257.396	
sp|Q9HC36|MRM3_HUMAN	Q9HC36	MRM3_HUMAN	MRM3	420	Homo sapiens	1:Experimental evidence at protein level	rRNA methyltransferase 3, mitochondrial	1.0	0.999	3	19	19	19	3	4	4	2	1	5	3	4	4	2	1	5	3	4	4	2	1	5	239460.38	232992.86	279780.88	110253.375	207643.69	201228.84	144711.27	132045.27	152531.86	97466.69	121863.76	109341.72	
sp|Q9HC38|GLOD4_HUMAN	Q9HC38	GLOD4_HUMAN	GLOD4	313	Homo sapiens	1:Experimental evidence at protein level	Glyoxalase domain-containing protein 4	0.9577	0.999	1	4	4	4	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	7312.546	9812.302	0.0	7119.2646	21030.41	0.0	7312.546	9812.302	0.0	7119.2646	21030.41	0.0	
sp|Q9HC44|GPBL1_HUMAN	Q9HC44	GPBL1_HUMAN	GPBP1L1	474	Homo sapiens	1:Experimental evidence at protein level	Vasculin-like protein 1	0.9786	0.9976	2	2	2	2	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	151260.12	101410.51	0.0	0.0	6614.813	0.0	151260.12	101410.51	0.0	0.0	0.0	0.0	
sp|Q9HC52|CBX8_HUMAN	Q9HC52	CBX8_HUMAN	CBX8	389	Homo sapiens	1:Experimental evidence at protein level	Chromobox protein homolog 8	1.0	0.999	4	14	14	14	4	2	2	3	3	0	4	2	2	3	3	0	4	2	2	3	3	0	121019.19	132413.81	50987.15	72149.766	71172.11	67208.39	40767.95	45024.547	44112.758	41873.88	46051.406	34590.73	
sp|Q9HC62|SENP2_HUMAN	Q9HC62	SENP2_HUMAN	SENP2	589	Homo sapiens	1:Experimental evidence at protein level	Sentrin-specific protease 2	0.9576	0.999	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	15932.644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9HC77|CPAP_HUMAN	Q9HC77	CPAP_HUMAN	CPAP	1338	Homo sapiens	1:Experimental evidence at protein level	Centrosomal P4.1-associated protein	1.0	0.999	12	60	60	60	12	9	8	11	9	11	12	9	8	11	9	11	12	9	8	11	9	11	312695.75	279996.38	331373.2	480933.06	419471.2	389718.6	100619.64	107549.47	109966.734	129488.98	131815.42	114100.7	
sp|Q9HC98|NEK6_HUMAN	Q9HC98	NEK6_HUMAN	NEK6	313	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase Nek6	0.9846	0.9982	3	1	1	14	0	1	0	0	0	0	0	1	0	0	0	0	2	3	3	2	2	2	0.0	13655.422	0.0	15004.586	15344.189	12921.872	0.0	13655.422	0.0	15004.586	15344.189	12921.872	
sp|Q9HCC0|MCCB_HUMAN	Q9HCC0	MCCB_HUMAN	MCCC2	563	Homo sapiens	1:Experimental evidence at protein level	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	1.0	0.999	27	469	469	469	87	86	87	71	76	62	87	86	87	71	76	62	87	86	87	71	76	62	1.1490315E7	1.3086086E7	1.2303631E7	8044518.0	9374034.0	8842223.0	2308495.8	2302315.8	2446130.2	1562713.5	1680470.4	1466777.2	
sp|Q9HCD5|NCOA5_HUMAN	Q9HCD5	NCOA5_HUMAN	NCOA5	579	Homo sapiens	1:Experimental evidence at protein level	Nuclear receptor coactivator 5	1.0	0.999	30	285	285	285	55	46	53	43	38	50	55	46	53	43	38	50	55	46	53	43	38	50	3900263.0	3256124.5	3983926.8	2853467.8	2467399.5	3441136.8	399301.3	315588.8	376158.8	297261.56	255715.77	349386.03	
sp|Q9HCE1|MOV10_HUMAN	Q9HCE1	MOV10_HUMAN	MOV10	1003	Homo sapiens	1:Experimental evidence at protein level	Helicase MOV-10	1.0	0.999	19	119	119	119	17	18	22	19	21	22	17	18	22	19	21	22	17	18	22	19	21	22	1132187.1	1105105.5	1121781.2	1420820.5	1395504.5	1320475.6	138383.94	136609.73	152772.98	168561.86	173372.95	166366.89	
sp|Q9HCG8|CWC22_HUMAN	Q9HCG8	CWC22_HUMAN	CWC22	908	Homo sapiens	1:Experimental evidence at protein level	Pre-mRNA-splicing factor CWC22 homolog	1.0	0.999	12	73	73	73	11	16	11	9	15	11	11	16	11	9	15	11	11	16	11	9	15	11	247682.36	337316.25	225376.19	325714.06	306961.97	335142.8	91971.266	83129.2	83515.11	87799.72	76150.96	86434.06	
sp|Q9HCI7|MSL2_HUMAN	Q9HCI7	MSL2_HUMAN	MSL2	577	Homo sapiens	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase MSL2	1.0	0.999	7	30	30	30	5	3	4	6	8	4	5	3	4	6	8	4	5	3	4	6	8	4	247322.52	398438.94	287545.62	289433.78	364483.88	249287.64	75997.555	84322.8	80146.48	78661.58	81610.44	64472.367	
sp|Q9HCJ0|TNR6C_HUMAN	Q9HCJ0	TNR6C_HUMAN	TNRC6C	1936	Homo sapiens	1:Experimental evidence at protein level	Trinucleotide repeat-containing gene 6C protein	0.9999	0.999	3	5	5	5	0	1	0	1	0	3	0	1	0	1	0	3	0	1	0	1	0	3	26535.35	48387.195	23171.475	27326.785	38403.594	67231.01	21823.498	20273.799	22977.123	17414.006	23398.145	27168.627	
sp|Q9HCJ3|RAVR2_HUMAN	Q9HCJ3	RAVR2_HUMAN	RAVER2	691	Homo sapiens	1:Experimental evidence at protein level	Ribonucleoprotein PTB-binding 2	0.9577	0.999	1	13	13	13	2	3	1	4	2	1	2	3	1	4	2	1	2	3	1	4	2	1	43117.25	42789.53	48842.434	53033.188	52152.42	42829.457	43117.25	42789.53	48842.434	53033.188	52152.42	42829.457	
sp|Q9HCK8|CHD8_HUMAN	Q9HCK8	CHD8_HUMAN	CHD8	2581	Homo sapiens	1:Experimental evidence at protein level	ATP-dependent chromatin remodeler CHD8	1.0	0.999	9	10	10	40	1	0	1	3	3	2	1	0	1	3	3	2	3	7	6	9	9	6	48729.723	62295.758	93161.445	78977.72	73165.79	56276.016	29655.195	28892.635	40103.93	28265.744	29638.607	22876.986	
sp|Q9HCM4|E41L5_HUMAN	Q9HCM4	E41L5_HUMAN	EPB41L5	733	Homo sapiens	1:Experimental evidence at protein level	Band 4.1-like protein 5	1.0	0.999	9	50	42	50	6	7	7	6	9	15	4	6	6	5	8	13	6	7	7	6	9	15	268751.25	283847.28	279488.28	359936.62	346311.44	331559.88	65785.4	73655.05	69540.46	73556.29	72471.64	66874.234	
sp|Q9HCN4|GPN1_HUMAN	Q9HCN4	GPN1_HUMAN	GPN1	374	Homo sapiens	1:Experimental evidence at protein level	GPN-loop GTPase 1	1.0	0.999	3	15	15	15	2	2	4	0	6	1	2	2	4	0	6	1	2	2	4	0	6	1	51450.465	47570.266	71733.41	53919.555	130708.75	94939.79	39634.254	34474.703	59987.45	37890.305	67527.34	46820.234	
sp|Q9HCN8|SDF2L_HUMAN	Q9HCN8	SDF2L_HUMAN	SDF2L1	221	Homo sapiens	1:Experimental evidence at protein level	Stromal cell-derived factor 2-like protein 1	1.0	0.999	2	28	28	28	4	5	4	7	5	3	4	5	4	7	5	3	4	5	4	7	5	3	157950.9	171186.44	176286.67	171495.53	177505.0	129374.32	88128.195	96128.64	98822.51	94294.21	99217.24	97898.74	
sp|Q9HCS7|SYF1_HUMAN	Q9HCS7	SYF1_HUMAN	XAB2	855	Homo sapiens	1:Experimental evidence at protein level	Pre-mRNA-splicing factor SYF1	1.0	0.999	30	205	205	205	33	26	28	36	39	43	33	26	28	36	39	43	33	26	28	36	39	43	1310603.1	1127782.5	1093257.4	1600620.5	1474515.2	1426811.5	158254.67	148182.98	156288.25	190905.31	178841.27	188901.89	
sp|Q9HCU5|SEC12_HUMAN	Q9HCU5	SEC12_HUMAN	PREB	417	Homo sapiens	1:Experimental evidence at protein level	Guanine nucleotide-exchange factor SEC12	1.0	0.999	5	16	16	16	2	5	4	1	2	2	2	5	4	1	2	2	2	5	4	1	2	2	99910.77	108006.375	117565.44	72905.56	80272.91	117890.6	46552.22	41693.254	46586.867	41073.62	46029.68	38240.832	
